anonymized_registration;statusCode;statusYear;admissionCode;admissionYear;affirmativePolicy;birthDate;secondarySchool;secondarySchoolGraduationYear;gender;curriculumCode;mandatoryCredits;optionalCredits;complementaryCredits;gpa;completedTerms;suspendedTerms;institutionalEnrollments;mobilityTerms;enrolledCredits;admissionGrade
128015007;GRADUADO;2015.1;VESTIBULAR / ENEM;2012.1;N/A;28/06/1990;Somente escola privada;2007;Masculino;1999;114;43;52;7,24;7;0;2;0;0;705,10
568525102;GRADUADO;2016.1;VESTIBULAR / ENEM;2012.1;N/A;21/11/1986;Somente escola pblica;2004;Masculino;1999;114;43;52;7,03;9;0;3;0;0;661,80
673640372;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.1;VESTIBULAR / ENEM;2012.1;N/A;26/10/1988;Somente escola privada;2006;Masculino;1999;42;8;0;4,62;4;0;0;0;0;727,80
863907729;CANCELADO REPROVOU TODAS POR FALTAS;2012.2;VESTIBULAR / ENEM;2012.1;N/A;08/03/1980;Somente escola pblica;1997;Masculino;1999;0;0;0;0,00;1;0;0;0;0;691,90
137864063;GRADUADO;2016.2;VESTIBULAR / ENEM;2012.1;N/A;05/11/1989;Somente escola pblica;2007;Masculino;1999;114;46;52;7,65;10;0;0;0;0;669,50
216094249;GRADUADO;2017.1;VESTIBULAR / ENEM;2012.1;N/A;10/09/1994;Somente escola privada;2011;Masculino;1999;114;46;52;8,25;11;0;2;0;0;704,10
713537029;GRADUADO;2015.1;VESTIBULAR / ENEM;2012.1;N/A;23/12/1992;Somente escola privada;2009;Masculino;1999;114;46;52;7,37;7;0;0;0;0;680,50
726888926;CANCELADO NOVO INGRESSO MESMO CURSO;2016.1;VESTIBULAR / ENEM;2012.1;N/A;13/04/1994;Somente escola privada;2011;Masculino;1999;58;7;6;5,71;8;0;3;0;0;737,50
389580238;CANCELAMENTO POR ABANDONO;2015.2;VESTIBULAR / ENEM;2012.1;N/A;01/08/1992;Somente escola privada;2009;Masculino;1999;74;0;2;6,56;5;2;0;0;0;745,90
643188536;GRADUADO;2016.2;VESTIBULAR / ENEM;2012.1;N/A;21/11/1989;Somente escola pblica;2008;Masculino;1999;114;44;52;7,10;10;0;0;0;0;670,90
341857922;CANCELAMENTO POR ABANDONO;2013.1;VESTIBULAR / ENEM;2012.1;N/A;31/10/1993;Somente escola privada;2011;Masculino;1999;28;0;0;5,45;2;0;0;0;0;666,40
076053193;CANCELAMENTO POR ABANDONO;2016.1;VESTIBULAR / ENEM;2012.1;N/A;27/01/1988;Somente escola privada;2005;Masculino;1999;84;2;4;4,76;7;1;0;0;0;661,50
350815253;CANCELAMENTO POR ABANDONO;2013.1;VESTIBULAR / ENEM;2012.1;N/A;09/05/1995;Somente escola privada;2011;Masculino;1999;16;0;0;2,63;2;0;0;0;0;669,00
607994835;CANCELADO REPROVOU TODAS POR FALTAS;2013.1;VESTIBULAR / ENEM;2012.1;N/A;02/05/1988;Somente escola pblica;2005;Masculino;1999;12;0;0;1,87;2;0;0;0;0;669,40
878737924;CANCELAMENTO POR ABANDONO;2013.1;VESTIBULAR / ENEM;2012.1;N/A;12/09/1991;Somente escola privada;2008;Masculino;1999;46;0;2;3,30;2;0;0;0;0;673,80
583380698;CANCELADO REPROVOU TODAS POR FALTAS;2012.2;VESTIBULAR / ENEM;2012.1;N/A;01/10/1988;Somente escola pblica;2006;Masculino;1999;0;0;0;0,00;1;0;0;0;0;673,40
576496526;CANCELAMENTO POR ABANDONO;2012.2;VESTIBULAR / ENEM;2012.1;N/A;15/02/1985;Somente escola privada;2001;Masculino;1999;38;0;0;4,18;1;0;0;0;0;695,00
184534459;CANCELAMENTO POR ABANDONO;2016.1;VESTIBULAR / ENEM;2012.1;N/A;26/08/1994;Somente escola pblica;2011;Masculino;1999;66;4;2;5,83;8;0;3;0;0;670,50
790365414;CANCELADO 3 REPROV MESMA DISCIPLINA;2013.2;VESTIBULAR / ENEM;2012.1;N/A;05/12/1986;Somente escola privada;2004;Masculino;1999;70;14;14;5,20;3;0;0;0;0;662,00
701844862;GRADUADO;2017.1;VESTIBULAR / ENEM;2012.1;N/A;06/07/1995;Somente escola privada;2011;Feminino;1999;114;44;52;8,74;11;0;2;0;0;750,40
947663973;CANCELADO REPROVOU TODAS POR FALTAS;2012.2;VESTIBULAR / ENEM;2012.1;N/A;30/01/1994;Somente escola privada;2011;Masculino;1999;0;0;0;0,00;1;0;0;0;0;666,00
825832961;GRADUADO;2016.1;VESTIBULAR / ENEM;2012.1;N/A;14/11/1993;Somente escola privada;2011;Masculino;1999;114;44;52;8,67;9;0;0;0;0;683,70
939335650;GRADUADO;2014.1;VESTIBULAR / ENEM;2012.1;N/A;10/03/1988;Somente escola pblica;2006;Masculino;1999;114;43;52;6,40;5;0;0;0;0;663,20
507597365;GRADUADO;2017.2;VESTIBULAR / ENEM;2012.1;N/A;26/03/1994;Somente escola privada;2011;Feminino;1999;114;42;52;7,92;12;0;3;0;0;681,70
871058117;GRADUADO;2016.2;VESTIBULAR / ENEM;2012.1;N/A;14/01/1992;Somente escola privada;2008;Masculino;1999;114;42;52;6,76;10;0;0;2;0;675,20
663603248;GRADUADO;2017.2;VESTIBULAR / ENEM;2012.1;N/A;19/03/1995;Somente escola privada;2011;Feminino;1999;114;44;52;8,08;12;0;2;0;0;692,70
991147825;CANCELADO NOVO INGRESSO MESMO CURSO;2014.1;VESTIBULAR / ENEM;2012.1;N/A;21/02/1991;Somente escola privada;2008;Masculino;1999;68;2;0;5,66;4;0;0;0;0;678,50
417586388;CANCELADO NOVO INGRESSO MESMO CURSO;2013.2;VESTIBULAR / ENEM;2012.1;N/A;30/12/1994;Somente escola privada;2011;Masculino;1999;50;3;2;5,91;3;0;0;0;0;663,20
568974229;GRADUADO;2014.2;VESTIBULAR / ENEM;2012.1;N/A;05/07/1991;Somente escola privada;2008;Masculino;1999;114;42;52;7,07;6;0;0;0;0;670,40
054382992;GRADUADO;2019.1;VESTIBULAR / ENEM;2012.1;N/A;09/09/1993;Somente escola pblica;2011;Masculino;1999;114;42;52;6,52;15;0;2;0;0;679,70
552173316;GRADUADO;2017.2;VESTIBULAR / ENEM;2012.1;N/A;21/01/1994;Somente escola privada;2011;Masculino;1999;114;42;52;8,77;10;2;0;0;0;732,90
996958916;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.2;VESTIBULAR / ENEM;2012.1;N/A;13/11/1993;Somente escola privada;2011;Masculino;1999;64;6;10;4,36;9;0;0;0;0;668,30
848746037;GRADUADO;2017.2;VESTIBULAR / ENEM;2012.1;N/A;12/06/1992;Somente escola privada;2011;Masculino;1999;114;46;52;8,28;12;0;2;0;0;749,00
188991832;CANCELAMENTO POR ABANDONO;2014.1;VESTIBULAR / ENEM;2012.1;N/A;18/10/1995;Somente escola privada;2011;Masculino;1999;34;0;2;4,75;3;1;0;0;0;671,00
373678393;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.1;VESTIBULAR / ENEM;2012.1;N/A;04/11/1991;Somente escola privada;2009;Masculino;1999;54;4;14;3,84;4;0;0;0;0;678,20
531397622;CANCELADO 3 REPROV MESMA DISCIPLINA;2017.2;VESTIBULAR / ENEM;2012.1;N/A;24/08/1994;Somente escola privada;2011;Masculino;1999;76;12;18;5,17;11;0;3;0;0;722,60
629525949;CANCELADO 3 REPROV MESMA DISCIPLINA;2018.1;VESTIBULAR / ENEM;2012.1;N/A;31/03/1986;Somente escola privada;2003;Masculino;1999;114;42;40;6,65;12;0;0;0;0;701,50
415403852;CANCELADO NOVO INGRESSO OUTRO CURSO;2013.1;VESTIBULAR / ENEM;2012.1;N/A;03/04/1992;Somente escola privada;2009;Masculino;1999;62;8;4;6,14;2;0;0;0;0;672,40
447379735;CANCELADO REPROVOU TODAS POR FALTAS;2013.1;VESTIBULAR / ENEM;2012.1;N/A;22/07/1994;Somente escola privada;2011;Masculino;1999;16;0;0;3,20;2;0;0;0;0;669,20
847165942;CANCELADO REPROVOU TODAS POR FALTAS;2013.2;VESTIBULAR / ENEM;2012.1;N/A;20/04/1991;Somente escola privada;2007;Masculino;1999;54;10;12;5,33;3;0;0;0;0;672,60
211039845;CANCELAMENTO P/ SOLICITACAO ALUNO;2013.2;REOPCAO;2012.1;N/A;13/12/1982;Somente escola privada;2000;Masculino;1999;16;4;4;3,64;3;0;0;0;0;-
200483396;GRADUADO;2015.2;REOPCAO;2012.1;N/A;04/04/1991;Somente escola privada;2008;Masculino;1999;114;43;52;9,06;8;0;2;0;0;-
954629561;CANCELADO NOVO INGRESSO MESMO CURSO;2014.2;VESTIBULAR / ENEM;2012.1;N/A;27/08/1994;Somente escola privada;2011;Masculino;1999;64;6;6;5,65;5;0;0;0;0;661,40
708437119;CANCELAMENTO P/ SOLICITACAO ALUNO;2012.2;VESTIBULAR / ENEM;2012.1;N/A;10/05/1994;Pblica e privada, tendo ficado mais tempo em escola privada;2011;Feminino;1999;12;0;0;5,38;1;0;0;0;0;657,90
395834307;GRADUADO;2012.2;VESTIBULAR / ENEM;2012.1;N/A;31/07/1989;Somente escola privada;2006;Masculino;1999;114;42;52;7,20;2;0;0;0;0;654,60
580312342;GRADUADO;2017.2;VESTIBULAR / ENEM;2012.1;N/A;01/01/1992;Somente escola privada;2009;Masculino;1999;114;43;52;5,53;12;0;1;0;0;646,10
246504755;GRADUADO;2015.2;VESTIBULAR / ENEM;2012.1;N/A;29/10/1992;Somente escola privada;2009;Masculino;1999;114;44;52;6,04;8;0;0;0;0;647,40
186949958;CANCELADO REPROVOU TODAS POR FALTAS;2014.2;VESTIBULAR / ENEM;2012.1;N/A;14/04/1983;Somente escola pblica;2002;Masculino;1999;26;4;0;2,54;5;0;0;0;0;654,30
186584141;CANCELAMENTO POR ABANDONO;2015.1;VESTIBULAR / ENEM;2012.1;N/A;07/02/1991;Somente escola pblica;2008;Masculino;1999;74;11;6;6,65;5;1;0;0;0;646,30
531959102;CANCELAMENTO P/ SOLICITACAO ALUNO;2012.1;VESTIBULAR / ENEM;2012.1;N/A;27/11/1979;Somente escola privada;1997;Masculino;1999;58;0;0;7,45;1;0;0;0;0;647,40
843377162;CANCELAMENTO POR ABANDONO;2013.1;VESTIBULAR / ENEM;2012.1;N/A;05/12/1993;Somente escola privada;2011;Masculino;1999;4;0;0;0,76;2;0;0;0;0;647,00
730851388;CANCELADO NOVO INGRESSO MESMO CURSO;2016.1;VESTIBULAR / ENEM;2012.1;N/A;21/05/1987;Somente escola privada;2003;Masculino;1999;96;15;18;6,25;8;0;0;0;0;647,60
002494819;CANCELAMENTO P/ SOLICITACAO ALUNO;2012.1;VESTIBULAR / ENEM;2012.1;N/A;11/11/1994;Somente escola privada;2011;Feminino;1999;0;0;0;0,00;0;0;0;0;0;658,20
496177927;CANCELADO REPROVOU TODAS POR FALTAS;2013.1;VESTIBULAR / ENEM;2012.1;N/A;06/07/1990;Somente escola privada;2007;Masculino;1999;36;4;0;5,12;2;0;0;0;0;646,60
812449556;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.1;VESTIBULAR / ENEM;2012.1;N/A;14/06/1994;Somente escola privada;2011;Masculino;1999;20;4;0;3,28;3;1;0;0;0;645,80
584320748;GRADUADO;2012.1;VESTIBULAR / ENEM;2012.1;N/A;13/10/1988;Somente escola privada;2005;Masculino;1999;114;43;52;6,74;1;0;0;0;0;651,60
027997587;GRADUADO;2018.1;VESTIBULAR / ENEM;2012.1;N/A;18/09/1990;Somente escola privada;2007;Masculino;1999;114;46;52;6,94;12;0;3;0;0;646,20
037837400;CANCELAMENTO POR ABANDONO;2012.2;VESTIBULAR / ENEM;2012.1;N/A;07/10/1995;Somente escola pblica;2011;Masculino;1999;20;0;0;6,73;1;0;0;0;0;656,60
432464995;GRADUADO;2016.2;VESTIBULAR / ENEM;2012.1;N/A;15/12/1993;Somente escola privada;2011;Feminino;1999;114;42;52;7,52;10;0;0;0;0;653,90
687858388;CANCELADO REPROVOU TODAS POR FALTAS;2012.2;VESTIBULAR / ENEM;2012.1;N/A;10/06/1987;Pblica e privada, tendo ficado mais tempo em escola privada;2005;Masculino;1999;0;0;0;0,00;1;0;0;0;0;652,10
508349678;GRADUADO;2016.2;VESTIBULAR / ENEM;2012.1;N/A;30/04/1994;Somente escola pblica;2011;Masculino;1999;114;44;52;7,85;10;0;0;0;0;647,30
841537828;GRADUADO;2016.1;VESTIBULAR / ENEM;2012.1;N/A;25/12/1993;Somente escola privada;2011;Masculino;1999;114;45;52;7,48;9;0;0;0;0;645,70
253465537;GRADUADO;2016.1;VESTIBULAR / ENEM;2012.1;N/A;28/06/1994;Somente escola privada;2011;Masculino;1999;114;42;52;7,88;9;0;0;0;0;660,30
177489504;CANCELAMENTO POR ABANDONO;2013.2;VESTIBULAR / ENEM;2012.1;N/A;14/07/1994;Somente escola privada;2011;Masculino;1999;12;0;0;2,08;3;0;0;0;0;647,10
475386898;CANCELAMENTO POR ABANDONO;2016.2;VESTIBULAR / ENEM;2012.1;N/A;21/06/1986;Somente escola privada;2003;Feminino;1999;100;0;12;9,18;7;2;2;0;0;658,80
821286733;GRADUADO;2016.2;VESTIBULAR / ENEM;2012.1;N/A;23/11/1994;Somente escola privada;2011;Masculino;1999;114;42;52;7,20;10;0;0;0;0;651,90
707993552;CANCELADO NOVO INGRESSO MESMO CURSO;2014.1;VESTIBULAR / ENEM;2012.1;N/A;31/05/1994;Somente escola privada;2011;Masculino;1999;42;4;0;4,69;4;0;0;0;0;650,50
803042554;GRADUADO;2017.1;VESTIBULAR / ENEM;2012.1;N/A;23/06/1994;Somente escola privada;2011;Feminino;1999;114;42;52;8,05;10;1;1;0;0;661,50
591347532;GRADUADO;2014.2;VESTIBULAR / ENEM;2012.1;N/A;26/04/1990;Somente escola privada;2007;Masculino;1999;114;45;52;6,09;6;0;0;0;0;660,50
316252607;GRADUADO;2016.1;VESTIBULAR / ENEM;2012.1;N/A;05/03/1989;Somente escola privada;2006;Masculino;1999;114;43;52;7,19;9;0;2;0;0;655,90
051378616;CANCELADO 3 REPROV MESMA DISCIPLINA;2015.2;VESTIBULAR / ENEM;2012.1;N/A;30/08/1990;Somente escola privada;2007;Masculino;1999;96;23;38;6,19;7;0;2;0;0;657,40
687867685;CANCELADO NOVO INGRESSO MESMO CURSO;2014.2;VESTIBULAR / ENEM;2012.1;N/A;15/09/1991;Somente escola privada;2009;Masculino;1999;98;30;14;5,34;5;0;0;0;0;647,00
693804754;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.1;VESTIBULAR / ENEM;2012.1;N/A;12/09/1994;Pblica e privada, tendo ficado mais tempo em escola pblica;2011;Masculino;1999;38;0;4;5,75;4;0;0;0;0;660,40
418771457;CANCELADO NOVO INGRESSO MESMO CURSO;2014.1;VESTIBULAR / ENEM;2012.1;N/A;17/04/1994;Somente escola privada;2011;Feminino;1999;58;3;4;5,47;4;0;0;0;0;645,90
812134711;CANCELADO REPROVOU TODAS POR FALTAS;2014.1;VESTIBULAR / ENEM;2012.1;N/A;31/01/1995;Somente escola privada;2011;Masculino;1999;46;0;0;4,35;4;0;0;0;0;647,20
869710173;CANCELADO REPROVOU TODAS POR FALTAS;2013.1;VESTIBULAR / ENEM;2012.1;N/A;14/04/1986;Somente escola privada;2003;Masculino;1999;16;0;4;2,81;2;0;0;0;0;652,90
610112766;CANCELADO REPROVOU TODAS POR FALTAS;2013.2;VESTIBULAR / ENEM;2012.1;N/A;04/01/1995;Somente escola privada;2011;Masculino;1999;26;0;0;3,62;3;0;0;0;0;647,80
234240124;CANCELAMENTO POR ABANDONO;2013.2;VESTIBULAR / ENEM;2012.1;N/A;31/03/1994;Somente escola privada;2011;Masculino;1999;16;0;0;3,09;2;1;0;0;0;659,30
312517423;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.1;VESTIBULAR / ENEM;2012.1;N/A;15/05/1995;Somente escola privada;2011;Masculino;1999;22;0;0;3,40;4;0;0;0;0;648,40
876677225;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.1;VESTIBULAR / ENEM;2012.1;N/A;11/02/1993;Somente escola privada;2010;Masculino;1999;58;3;6;5,55;4;0;0;0;0;650,10
837730545;CANCELADO REPROVOU TODAS POR FALTAS;2012.2;VESTIBULAR / ENEM;2012.1;N/A;25/08/1993;Somente escola privada;2010;Masculino;1999;0;0;0;0,00;1;0;0;0;0;657,30
610819571;CANCELAMENTO P/ SOLICITACAO ALUNO;2012.1;VESTIBULAR / ENEM;2012.1;N/A;21/05/1991;Somente escola privada;2009;Masculino;1999;82;4;0;6,89;1;0;0;0;0;641,60
690226410;GRADUADO;2015.2;VESTIBULAR / ENEM;2012.1;N/A;15/02/1989;Somente escola privada;2006;Masculino;1999;114;43;52;6,48;8;0;2;0;0;644,80
232032267;CANCELAMENTO POR ABANDONO;2012.2;VESTIBULAR / ENEM;2012.1;N/A;04/02/1993;Somente escola privada;2010;Masculino;1999;20;0;0;4,52;1;0;0;0;0;643,80
613779658;CANCELAMENTO P/ SOLICITACAO ALUNO;2012.2;VESTIBULAR / ENEM;2012.1;N/A;30/06/1994;Somente escola privada;2011;Masculino;1999;20;0;0;5,18;1;0;0;0;0;644,70
902217244;GRADUADO;2015.1;VESTIBULAR / ENEM;2012.1;N/A;12/03/1987;Somente escola pblica;2003;Masculino;1999;114;43;52;6,35;7;0;0;0;0;642,00
449587393;CANCELADO REPROVOU TODAS POR FALTAS;2012.2;VESTIBULAR / ENEM;2012.1;N/A;13/11/1994;Somente escola privada;2011;Masculino;1999;0;0;0;0,00;1;0;0;0;0;645,40
211591841;GRADUADO;2016.2;VESTIBULAR / ENEM;2012.1;N/A;30/03/1992;Somente escola privada;2009;Masculino;1999;114;42;52;6,82;10;0;0;0;0;643,60
868466964;CANCELAMENTO P/ SOLICITACAO ALUNO;2012.1;VESTIBULAR / ENEM;2012.1;N/A;17/12/1992;Somente escola pblica;2010;Masculino;1999;0;0;0;0,00;0;0;0;0;0;644,00
497495622;CANCELAMENTO P/ SOLICITACAO ALUNO;2012.2;VESTIBULAR / ENEM;2012.1;N/A;15/03/1985;Somente escola pblica;2006;Masculino;1999;4;0;0;1,48;1;0;0;0;0;643,90
456999269;CANCELADO NOVO INGRESSO MESMO CURSO;2013.1;VESTIBULAR / ENEM;2012.1;N/A;05/09/1989;Somente escola privada;2007;Masculino;1999;26;13;6;5,41;2;0;0;0;0;645,30
181792833;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.1;VESTIBULAR / ENEM;2012.1;N/A;22/10/1992;Somente escola pblica;2010;Feminino;1999;20;0;0;3,38;4;0;0;0;0;642,10
553945389;CANCELADO REPROVOU TODAS POR FALTAS;2012.2;VESTIBULAR / ENEM;2012.1;N/A;18/02/1994;Somente escola privada;2011;Masculino;1999;0;0;0;0,00;1;0;0;0;0;641,50
265585715;CANCELAMENTO POR ABANDONO;2014.1;VESTIBULAR / ENEM;2012.1;N/A;19/10/1991;Pblica e privada, tendo ficado mais tempo em escola pblica;2011;Masculino;1999;16;0;0;4,90;2;2;0;0;0;643,90
925344933;CANCELAMENTO POR ABANDONO;2017.1;VESTIBULAR / ENEM;2012.1;N/A;27/07/1985;Pblica e privada, tendo ficado mais tempo em escola privada;2002;Masculino;1999;78;13;0;5,55;6;4;0;0;0;642,60
813334460;GRADUADO;2018.1;VESTIBULAR / ENEM;2012.1;N/A;04/11/1992;Somente escola privada;2010;Masculino;1999;114;46;52;6,72;13;0;0;0;0;639,00
447394144;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.1;VESTIBULAR / ENEM;2012.1;N/A;02/02/1989;Somente escola pblica;2006;Masculino;1999;30;7;10;4,95;4;0;0;0;0;638,60
956009599;CANCELAMENTO P/ SOLICITACAO ALUNO;2013.2;VESTIBULAR / ENEM;2012.1;N/A;21/03/1994;Somente escola privada;2011;Masculino;1999;46;0;2;6,03;3;0;0;0;0;638,80
789562528;CANCELADO REPROVOU TODAS POR FALTAS;2012.2;VESTIBULAR / ENEM;2012.1;N/A;09/08/1994;Somente escola privada;2011;Masculino;1999;0;0;0;0,00;1;0;0;0;0;640,00
046551361;CANCELADO REPROVOU TODAS POR FALTAS;2016.1;VESTIBULAR / ENEM;2012.1;N/A;22/03/1988;Somente escola privada;2005;Masculino;1999;72;15;6;4,77;8;0;1;0;0;638,60
398095522;CANCELAMENTO POR ABANDONO;2013.1;VESTIBULAR / ENEM;2012.1;N/A;10/05/1992;Pblica e privada, tendo ficado mais tempo em escola privada;2009;Masculino;1999;0;0;0;0,69;2;0;0;0;0;639,90
706789030;GRADUADO;2017.1;VESTIBULAR / ENEM;2012.1;N/A;12/10/1995;Somente escola privada;2011;Masculino;1999;114;44;52;7,94;11;0;2;0;0;638,80
398022428;CANCELADO NOVO INGRESSO MESMO CURSO;2013.1;VESTIBULAR / ENEM;2012.1;N/A;06/02/1993;Somente escola privada;2009;Feminino;1999;34;0;2;4,40;2;0;0;0;0;641,00
042932174;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.1;CONVENIO PEC-G;2012.1;N/A;28/05/1991;Somente escola privada;0;Masculino;1999;16;3;4;3,21;4;0;0;0;0;-
793553826;CANCELAMENTO POR ABANDONO;2013.1;VESTIBULAR / ENEM;2012.1;N/A;27/03/1995;Somente escola privada;2011;Masculino;1999;16;0;0;3,43;2;0;0;0;0;637,00
173841481;CANCELAMENTO POR ABANDONO;2015.1;VESTIBULAR / ENEM;2012.1;N/A;01/03/1988;Somente escola pblica;2006;Masculino;1999;28;0;6;5,18;2;4;0;0;0;637,50
410831116;CANCELADO NOVO INGRESSO OUTRO CURSO;2014.2;VESTIBULAR / ENEM;2012.1;N/A;30/01/1992;Somente escola privada;2010;Masculino;1999;54;4;4;5,12;5;0;0;0;0;635,30
770411678;CANCELADO 3 REPROV MESMA DISCIPLINA;2013.2;VESTIBULAR / ENEM;2012.1;N/A;05/02/1994;Somente escola privada;2011;Masculino;1999;26;0;4;4,03;3;0;0;0;0;636,70
534569868;CANCELAMENTO P/ SOLICITACAO ALUNO;2012.1;VESTIBULAR / ENEM;2012.1;N/A;18/09/1994;Somente escola privada;2011;Masculino;1999;0;0;0;0,00;0;0;0;0;0;636,40
000090427;GRADUADO;2017.1;VESTIBULAR / ENEM;2012.1;N/A;15/03/1992;Pblica e privada, tendo ficado mais tempo em escola pblica;2008;Masculino;1999;114;45;52;6,58;11;0;0;0;0;634,90
200692762;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.2;VESTIBULAR / ENEM;2012.1;N/A;31/07/1982;Pblica e privada, tendo ficado mais tempo em escola privada;2000;Masculino;1999;42;0;6;4,68;5;0;0;0;0;634,80
239104191;GRADUADO;2016.2;VESTIBULAR / ENEM;2012.2;N/A;23/02/1995;Somente escola pblica;2011;Masculino;1999;114;44;52;8,84;9;0;0;0;0;624,60
283137074;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.1;VESTIBULAR / ENEM;2012.2;N/A;03/08/1991;Somente escola privada;2009;Masculino;1999;42;8;10;4,15;3;0;0;0;0;630,00
900457095;GRADUADO;2019.2;VESTIBULAR / ENEM;2012.2;N/A;29/05/1991;Somente escola privada;2007;Feminino;1999;114;42;52;6,37;15;0;2;0;0;622,90
496491868;GRADUADO;2016.2;VESTIBULAR / ENEM;2012.2;N/A;30/05/1995;Somente escola pblica;2011;Feminino;1999;114;42;52;8,20;9;0;0;0;0;628,10
034379871;GRADUADO;2015.1;VESTIBULAR / ENEM;2012.2;N/A;30/06/1989;Somente escola privada;2006;Masculino;1999;114;47;52;6,61;6;0;0;0;0;633,80
780414811;CANCELADO REPROVOU TODAS POR FALTAS;2013.2;VESTIBULAR / ENEM;2012.2;N/A;04/04/1984;Somente escola privada;2001;Feminino;1999;20;19;0;3,37;2;0;0;0;0;624,30
741666260;CANCELADO NOVO INGRESSO MESMO CURSO;2017.2;VESTIBULAR / ENEM;2012.2;N/A;20/03/1992;Somente escola pblica;2010;Feminino;1999;92;17;18;5,23;10;0;0;0;0;630,50
730858753;CANCELADO REPROVOU TODAS POR FALTAS;2013.1;VESTIBULAR / ENEM;2012.2;N/A;24/02/1993;Somente escola privada;2009;Masculino;1999;20;4;2;3,69;1;0;0;0;0;623,70
000754011;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.2;VESTIBULAR / ENEM;2012.2;N/A;19/01/1994;Somente escola privada;2011;Masculino;1999;20;4;2;2,89;4;0;0;0;0;634,80
647540177;CANCELAMENTO P/ SOLICITACAO ALUNO;2012.2;VESTIBULAR / ENEM;2012.2;N/A;13/06/1994;Somente escola privada;2011;Masculino;1999;0;0;0;0,00;0;0;0;0;0;631,90
798163496;GRADUADO;2015.1;VESTIBULAR / ENEM;2012.2;N/A;02/07/1992;Somente escola privada;2009;Masculino;1999;114;48;52;7,60;6;0;0;0;0;621,80
719614451;CANCELADO NOVO INGRESSO MESMO CURSO;2014.2;VESTIBULAR / ENEM;2012.2;N/A;10/04/1994;Somente escola pblica;2010;Masculino;1999;66;0;0;6,62;4;0;0;0;0;626,10
659251120;CANCELAMENTO POR ABANDONO;2015.2;VESTIBULAR / ENEM;2012.2;N/A;15/10/1994;Somente escola privada;2011;Masculino;1999;38;7;0;3,98;5;1;0;0;0;621,00
889101987;GRADUADO;2018.1;VESTIBULAR / ENEM;2012.2;N/A;10/03/1993;Somente escola pblica;2011;Masculino;1999;114;42;52;7,53;12;0;3;0;0;630,30
038375210;CANCELADO REPROVOU TODAS POR FALTAS;2013.1;VESTIBULAR / ENEM;2012.2;N/A;07/09/1993;Somente escola pblica;2011;Masculino;1999;0;0;0;0,00;1;0;0;0;0;633,50
728108688;CANCELAMENTO POR ABANDONO;2014.2;VESTIBULAR / ENEM;2012.2;N/A;21/05/1992;Somente escola pblica;2009;Masculino;1999;30;0;4;2,59;3;1;0;0;0;634,50
232281964;CANCELADO NOVO INGRESSO MESMO CURSO;2018.2;VESTIBULAR / ENEM;2012.2;N/A;01/12/1991;Somente escola pblica;2010;Masculino;2017;96;51;0;5,45;12;0;0;0;0;620,80
340715728;GRADUADO;2016.2;VESTIBULAR / ENEM;2012.2;N/A;04/09/1993;Somente escola privada;2011;Masculino;1999;114;46;52;7,16;9;0;0;0;0;623,70
508904263;CANCELAMENTO POR ABANDONO;2014.2;VESTIBULAR / ENEM;2012.2;N/A;19/11/1993;Somente escola privada;2011;Feminino;1999;16;0;2;2,90;3;1;0;0;0;634,10
124496299;GRADUADO;2018.1;VESTIBULAR / ENEM;2012.2;N/A;11/12/1994;Somente escola pblica;2011;Masculino;1999;114;47;52;8,02;12;0;3;0;0;628,20
201524064;CANCELADO REPROVOU TODAS POR FALTAS;2014.2;VESTIBULAR / ENEM;2012.2;N/A;18/02/1990;Somente escola privada;2006;Feminino;1999;114;41;44;6,29;4;0;0;0;0;627,50
349750634;GRADUADO;2018.1;VESTIBULAR / ENEM;2012.2;N/A;14/10/1993;Somente escola privada;2011;Feminino;1999;114;45;52;7,25;12;0;2;0;0;629,40
320180750;CANCELADO REPROVOU TODAS POR FALTAS;2013.1;VESTIBULAR / ENEM;2012.2;N/A;20/05/1986;Somente escola privada;2004;Feminino;1999;0;0;0;0,00;1;0;0;0;0;619,10
230794101;CANCELADO NOVO INGRESSO MESMO CURSO;2017.1;VESTIBULAR / ENEM;2012.2;N/A;27/05/1994;Somente escola pblica;2011;Masculino;1999;78;8;6;5,54;7;2;0;0;0;624,50
643237844;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.2;VESTIBULAR / ENEM;2012.2;N/A;31/10/1994;Somente escola pblica;2011;Masculino;1999;58;8;6;3,97;8;0;0;0;0;628,30
976282541;GRADUADO;2017.2;VESTIBULAR / ENEM;2012.2;N/A;31/01/1994;Somente escola privada;2011;Masculino;1999;114;42;52;7,75;11;0;2;0;0;633,80
